SR Number,Activities,Change Date+Time
1-737379459,Accepted + In Progress,2012-05-01 21:30:03+01:00
1-737379459,Accepted + Wait - User,2012-05-01 21:30:17+01:00
1-737379459,Completed + Resolved,2012-05-01 21:53:20+01:00
1-737379459,Completed + Closed,2012-05-09 00:11:35+01:00
1-737379521,Accepted + In Progress,2012-05-01 21:36:41+01:00
1-737379521,Accepted + In Progress,2012-05-01 21:51:35+01:00
1-737379521,Completed + In Call,2012-05-01 21:51:45+01:00
1-737379631,Accepted + In Progress,2012-05-01 23:57:48+01:00
1-737379631,Accepted + In Progress,2012-05-01 23:58:28+01:00
1-737379631,Queued + Awaiting Assignment,2012-05-02 00:04:06+01:00
1-737379631,Accepted + In Progress,2012-05-02 09:13:40+01:00
1-737379631,Accepted + Wait - User,2012-05-02 09:13:56+01:00
1-737379631,Accepted + In Progress,2012-05-03 00:13:24+01:00
1-737379631,Completed + Resolved,2012-05-03 00:13:48+01:00
1-737379631,Completed + Closed,2012-05-10 00:15:34+01:00
1-737379665,Accepted + In Progress,2012-05-02 01:49:59+01:00
1-737379665,Accepted + In Progress,2012-05-02 01:52:57+01:00
1-737379665,Completed + In Call,2012-05-02 01:55:04+01:00
1-737379684,Accepted + In Progress,2012-05-02 01:55:13+01:00
1-737379684,Accepted + In Progress,2012-05-02 01:55:50+01:00
1-737379684,Accepted + Wait - User,2012-05-02 01:55:57+01:00
1-737379684,Accepted + In Progress,2012-05-02 03:31:59+01:00
1-737379684,Completed + In Call,2012-05-02 03:32:09+01:00
1-737379684,Accepted + In Progress,2012-05-02 10:34:02+01:00
1-737379684,Completed + Cancelled,2012-05-02 10:35:01+01:00
1-737379713,Accepted + In Progress,2012-05-02 02:33:27+01:00
1-737379713,Accepted + In Progress,2012-05-02 02:35:08+01:00
1-737379713,Queued + Awaiting Assignment,2012-05-02 02:55:44+01:00
1-737379713,Accepted + In Progress,2012-05-02 07:32:17+01:00
1-737379713,Queued + Awaiting Assignment,2012-05-02 07:32:53+01:00
1-737379713,Accepted + In Progress,2012-05-02 08:41:02+01:00
1-737379713,Accepted + Assigned,2012-05-02 09:02:04+01:00
1-737379713,Accepted + In Progress,2012-05-02 11:40:42+01:00
1-737379713,Accepted + Wait,2012-05-02 11:41:47+01:00
1-737379713,Accepted + Wait - Vendor,2012-05-02 11:43:51+01:00
1-737379713,Accepted + In Progress,2012-05-02 14:51:44+01:00
1-737379713,Accepted + Wait - User,2012-05-02 14:52:42+01:00
1-737379713,Accepted + In Progress,2012-05-02 15:16:18+01:00
1-737379713,Completed + Resolved,2012-05-02 15:16:30+01:00
1-737379713,Completed + Closed,2012-05-10 00:15:25+01:00
1-737379744,Accepted + In Progress,2012-05-02 02:57:12+01:00
1-737379744,Accepted + In Progress,2012-05-02 02:59:38+01:00
1-737379744,Completed + In Call,2012-05-02 03:02:36+01:00
1-737379911,Queued + Awaiting Assignment,2012-05-01 16:45:24+01:00
1-737379911,Accepted + In Progress,2012-05-01 22:28:51+01:00
1-737379911,Accepted + Assigned,2012-05-01 22:31:29+01:00
1-737379911,Accepted + In Progress,2012-05-02 13:48:36+01:00
1-737379911,Accepted + In Progress,2012-05-02 13:49:23+01:00
1-737379911,Queued + Awaiting Assignment,2012-05-02 13:59:41+01:00
1-737379911,Accepted + In Progress,2012-05-02 14:22:32+01:00
1-737379911,Queued + Awaiting Assignment,2012-05-02 14:24:03+01:00
1-737379911,Accepted + In Progress,2012-05-02 18:51:33+01:00
1-737379911,Completed + Resolved,2012-05-02 19:20:27+01:00
1-737379911,Completed + Closed,2012-05-03 00:05:28+01:00
1-737379931,Queued + Awaiting Assignment,2012-05-01 18:08:02+01:00
1-737379931,Accepted + In Progress,2012-05-01 21:34:22+01:00
1-737379931,Queued + Awaiting Assignment,2012-05-01 21:36:01+01:00
1-737379931,Accepted + In Progress,2012-05-02 09:57:26+01:00
1-737379931,Accepted + Wait - User,2012-05-02 09:57:54+01:00
1-737379931,Completed + Resolved,2012-05-02 15:24:03+01:00
1-737379931,Completed + Closed,2012-05-10 00:15:43+01:00
1-737379961,Queued + Awaiting Assignment,2012-05-01 20:16:38+01:00
1-737379961,Accepted + In Progress,2012-05-01 20:27:04+01:00
1-737379961,Queued + Awaiting Assignment,2012-05-01 20:28:07+01:00
1-737379961,Accepted + In Progress,2012-05-01 20:56:05+01:00
1-737379961,Accepted + Wait - User,2012-05-01 21:04:14+01:00
1-737379961,Completed + Resolved,2012-05-02 15:07:31+01:00
1-737379961,Completed + Closed,2012-05-03 00:05:23+01:00
1-737379981,Queued + Awaiting Assignment,2012-05-01 21:33:35+01:00
1-737379981,Accepted + In Progress,2012-05-01 23:40:23+01:00
1-737379981,Accepted + Wait - User,2012-05-01 23:45:08+01:00
1-737379981,Accepted + Wait - User,2012-05-02 13:15:33+01:00
1-737379981,Accepted + In Progress,2012-05-02 13:17:56+01:00
1-737379981,Completed + Resolved,2012-05-02 13:18:12+01:00
1-737379981,Completed + Closed,2012-05-03 00:05:21+01:00
1-737380041,Queued + Awaiting Assignment,2012-05-02 06:43:16+01:00
1-737380041,Accepted + In Progress,2012-05-02 08:06:43+01:00
1-737380041,Accepted + Wait,2012-05-02 08:07:25+01:00
1-737380041,Accepted + In Progress,2012-05-02 09:46:44+01:00
1-737380041,Completed + Resolved,2012-05-02 09:53:56+01:00
1-737380041,Completed + Closed,2012-05-02 09:54:02+01:00
1-737380051,Queued + Awaiting Assignment,2012-05-02 07:12:53+01:00
1-737380051,Accepted + In Progress,2012-05-02 07:14:11+01:00
1-737380051,Accepted + Wait - User,2012-05-02 07:14:21+01:00
1-737380051,Completed + Resolved,2012-05-03 06:36:50+01:00
1-737380051,Completed + Closed,2012-05-11 00:21:33+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-02 07:46:09+01:00
1-737380081,Accepted + In Progress,2012-05-02 09:11:24+01:00
1-737380081,Accepted + Assigned,2012-05-02 09:12:10+01:00
1-737380081,Accepted + In Progress,2012-05-02 11:43:21+01:00
1-737380081,Accepted + In Progress,2012-05-02 11:43:25+01:00
1-737380081,Accepted + Wait - User,2012-05-02 11:47:26+01:00
1-737380081,Accepted + In Progress,2012-05-02 13:16:04+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-02 13:27:03+01:00
1-737380081,Accepted + In Progress,2012-05-02 13:40:10+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-02 13:45:07+01:00
1-737380081,Accepted + In Progress,2012-05-02 14:22:27+01:00
1-737380081,Accepted + Assigned,2012-05-02 14:22:41+01:00
1-737380081,Accepted + In Progress,2012-05-04 10:04:44+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-04 10:06:18+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-04 10:06:19+01:00
1-737380081,Accepted + In Progress,2012-05-04 10:31:13+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-04 10:38:50+01:00
1-737380081,Accepted + In Progress,2012-05-04 13:56:59+01:00
1-737380081,Queued + Awaiting Assignment,2012-05-04 13:57:22+01:00
1-737380081,Accepted + In Progress,2012-05-07 08:52:59+01:00
1-737380081,Accepted + Wait,2012-05-07 08:53:09+01:00
1-737380081,Completed + Resolved,2012-05-07 15:17:18+01:00
1-737380081,Completed + Closed,2012-05-15 00:21:20+01:00
1-737380122,Queued + Awaiting Assignment,2012-05-02 08:01:29+01:00
1-737380122,Accepted + In Progress,2012-05-02 09:16:12+01:00
1-737380122,Accepted + Assigned,2012-05-02 09:17:12+01:00
1-737380122,Accepted + In Progress,2012-05-02 09:53:44+01:00
1-737380122,Queued + Awaiting Assignment,2012-05-02 10:12:57+01:00
1-737380122,Accepted + In Progress,2012-05-02 10:15:27+01:00
1-737380122,Completed + Resolved,2012-05-02 12:45:56+01:00
1-737380122,Completed + Closed,2012-05-10 00:14:57+01:00
1-737380131,Queued + Awaiting Assignment,2012-05-02 08:09:16+01:00
1-737380131,Accepted + In Progress,2012-05-02 09:18:50+01:00
1-737380131,Accepted + Assigned,2012-05-02 09:18:54+01:00
1-737380131,Accepted + In Progress,2012-05-02 10:30:44+01:00
1-737380131,Accepted + In Progress,2012-05-02 10:31:05+01:00
1-737380131,Completed + Resolved,2012-05-02 10:48:44+01:00
1-737380131,Completed + Closed,2012-05-10 00:14:55+01:00
1-737380151,Queued + Awaiting Assignment,2012-05-02 08:17:23+01:00
1-737380151,Accepted + In Progress,2012-05-02 09:20:37+01:00
1-737380151,Accepted + Assigned,2012-05-02 09:20:59+01:00
1-737380151,Accepted + Assigned,2012-05-02 09:21:00+01:00
1-737380151,Accepted + In Progress,2012-05-02 12:49:31+01:00
1-737380151,Accepted + Wait - User,2012-05-02 12:50:30+01:00
1-737380151,Accepted + In Progress,2012-05-03 12:17:19+01:00
1-737380151,Completed + Resolved,2012-05-03 12:17:30+01:00
1-737380151,Completed + Closed,2012-05-04 00:07:07+01:00
1-737380171,Queued + Awaiting Assignment,2012-05-02 08:25:17+01:00
1-737380171,Accepted + In Progress,2012-05-02 09:23:34+01:00
1-737380171,Accepted + Assigned,2012-05-02 09:23:39+01:00
1-737380171,Accepted + In Progress,2012-05-02 11:05:17+01:00
1-737380171,Accepted + Wait - User,2012-05-02 11:05:20+01:00
1-737380171,Queued + Awaiting Assignment,2012-05-02 11:08:44+01:00
1-737380171,Accepted + In Progress,2012-05-02 11:18:06+01:00
1-737380171,Queued + Awaiting Assignment,2012-05-02 11:28:51+01:00
1-737380171,Accepted + In Progress,2012-05-02 11:39:08+01:00
1-737380171,Accepted + Assigned,2012-05-02 11:39:15+01:00
1-737380171,Accepted + In Progress,2012-05-02 13:20:43+01:00
1-737380171,Completed + Resolved,2012-05-02 13:37:23+01:00
1-737380171,Queued + Awaiting Assignment,2012-05-07 11:24:29+01:00
1-737380171,Accepted + In Progress,2012-05-07 11:34:47+01:00
1-737380171,Accepted + Assigned,2012-05-07 11:35:10+01:00
1-737380171,Accepted + In Progress,2012-05-07 11:43:07+01:00
1-737380171,Accepted + Wait - User,2012-05-07 11:45:19+01:00
1-737380171,Accepted + In Progress,2012-05-07 12:29:09+01:00
1-737380171,Completed + Resolved,2012-05-07 12:41:47+01:00
1-737380171,Completed + Closed,2012-05-08 00:11:51+01:00
1-737380211,Queued + Awaiting Assignment,2012-05-02 08:52:54+01:00
1-737380211,Accepted + In Progress,2012-05-02 09:32:52+01:00
1-737380211,Accepted + Assigned,2012-05-02 09:33:08+01:00
1-737380211,Accepted + In Progress,2012-05-02 14:53:10+01:00
1-737380211,Accepted + In Progress,2012-05-02 14:55:24+01:00
1-737380211,Accepted + Wait,2012-05-02 15:27:48+01:00
1-737380211,Accepted + In Progress,2012-05-03 08:53:04+01:00
1-737380211,Completed + Resolved,2012-05-03 08:55:16+01:00
1-737380211,Completed + Closed,2012-05-11 00:21:28+01:00
1-737380231,Queued + Awaiting Assignment,2012-05-02 09:09:53+01:00
1-737380231,Accepted + In Progress,2012-05-02 09:36:14+01:00
1-737380231,Accepted + Assigned,2012-05-02 09:36:21+01:00
1-737380231,Accepted + In Progress,2012-05-03 12:44:54+01:00
1-737380231,Accepted + Wait - User,2012-05-03 12:47:25+01:00
1-737380231,Accepted + In Progress,2012-05-04 08:22:49+01:00
1-737380231,Accepted + Wait - User,2012-05-04 08:25:27+01:00
1-737380231,Accepted + In Progress,2012-05-04 10:24:01+01:00
1-737380231,Completed + Resolved,2012-05-04 10:24:46+01:00
1-737380231,Completed + Closed,2012-05-05 00:06:30+01:00
1-737380241,Queued + Awaiting Assignment,2012-05-02 09:10:49+01:00
1-737380241,Accepted + In Progress,2012-05-02 09:36:39+01:00
1-737380241,Accepted + Assigned,2012-05-02 09:36:47+01:00
1-737380241,Accepted + In Progress,2012-05-02 09:40:51+01:00
1-737380241,Completed + Resolved,2012-05-02 09:45:39+01:00
1-737380241,Completed + Closed,2012-05-10 00:14:32+01:00
1-737380261,Queued + Awaiting Assignment,2012-05-02 09:22:56+01:00
1-737380261,Accepted + In Progress,2012-05-02 09:43:01+01:00
1-737380261,Queued + Awaiting Assignment,2012-05-02 09:43:29+01:00
1-737380261,Accepted + In Progress,2012-05-02 10:07:36+01:00
1-737380261,Accepted + Wait - User,2012-05-02 10:12:33+01:00
1-737380261,Completed + Resolved,2012-05-07 14:46:40+01:00
1-737380261,Completed + Closed,2012-05-15 00:21:18+01:00
1-737380311,Queued + Awaiting Assignment,2012-05-02 09:55:07+01:00
1-737380311,Accepted + In Progress,2012-05-02 10:48:24+01:00
1-737380311,Accepted + Assigned,2012-05-02 10:48:42+01:00
1-737380311,Accepted + In Progress,2012-05-02 11:25:03+01:00
1-737380311,Queued + Awaiting Assignment,2012-05-02 11:29:07+01:00
1-737380311,Accepted + In Progress,2012-05-02 11:29:53+01:00
1-737380311,Queued + Awaiting Assignment,2012-05-02 15:49:10+01:00
1-737380311,Accepted + In Progress,2012-05-03 12:54:50+01:00
1-737380311,Accepted + In Progress,2012-05-03 12:54:57+01:00
1-737380311,Accepted + Wait - User,2012-05-03 13:39:08+01:00
1-737380311,Accepted + Assigned,2012-05-07 08:58:07+01:00
1-737380311,Accepted + In Progress,2012-05-07 08:58:45+01:00
1-737380311,Accepted + Assigned,2012-05-07 08:58:48+01:00
1-737380311,Accepted + In Progress,2012-05-07 10:22:54+01:00
1-737380311,Accepted + Wait - User,2012-05-07 10:39:53+01:00
1-737380311,Accepted + In Progress,2012-05-07 10:42:29+01:00
1-737380311,Completed + Resolved,2012-05-07 11:32:12+01:00
1-737380311,Completed + Closed,2012-05-15 00:21:16+01:00
1-737380421,Queued + Awaiting Assignment,2012-05-02 10:26:23+01:00
1-737380421,Accepted + In Progress,2012-05-02 10:57:16+01:00
1-737380421,Accepted + Assigned,2012-05-02 10:57:23+01:00
1-737380421,Accepted + In Progress,2012-05-02 11:06:53+01:00
1-737380421,Completed + Resolved,2012-05-02 11:23:45+01:00
1-737380421,Completed + Closed,2012-05-10 00:14:03+01:00
1-737380431,Queued + Awaiting Assignment,2012-05-02 10:28:16+01:00
1-737380431,Accepted + In Progress,2012-05-02 10:57:57+01:00
1-737380431,Completed + Resolved,2012-05-02 11:38:04+01:00
1-737380431,Completed + Closed,2012-05-10 00:14:03+01:00
1-737380481,Queued + Awaiting Assignment,2012-05-02 11:01:48+01:00
1-737380481,Accepted + In Progress,2012-05-02 11:47:15+01:00
1-737380481,Accepted + Assigned,2012-05-02 11:47:19+01:00
1-737380481,Accepted + In Progress,2012-05-02 14:55:16+01:00
1-737380481,Completed + Resolved,2012-05-02 15:01:34+01:00
1-737380481,Completed + Closed,2012-05-03 00:03:07+01:00
1-737380491,Queued + Awaiting Assignment,2012-05-02 11:04:34+01:00
1-737380491,Accepted + In Progress,2012-05-02 11:47:44+01:00
1-737380491,Accepted + In Progress,2012-05-02 11:48:02+01:00
1-737380491,Queued + Awaiting Assignment,2012-05-02 11:48:31+01:00
1-737380491,Accepted + In Progress,2012-05-09 12:56:43+01:00
1-737380491,Completed + Resolved,2012-05-09 12:57:29+01:00
1-737380491,Completed + Closed,2012-05-10 00:13:45+01:00
1-737380531,Queued + Awaiting Assignment,2012-05-02 11:14:43+01:00
1-737380531,Accepted + In Progress,2012-05-02 11:58:53+01:00
1-737380531,Accepted + Assigned,2012-05-02 11:59:03+01:00
1-737380531,Accepted + In Progress,2012-05-04 09:35:53+01:00
1-737380531,Accepted + Assigned,2012-05-04 09:36:32+01:00
1-737380531,Accepted + In Progress,2012-05-04 10:19:06+01:00
1-737380531,Accepted + Wait - User,2012-05-04 10:19:18+01:00
1-737380531,Accepted + In Progress,2012-05-07 09:37:44+01:00
1-737380531,Accepted + Wait - User,2012-05-07 11:01:34+01:00
1-737380531,Queued + Awaiting Assignment,2012-05-07 11:28:56+01:00
1-737380531,Accepted + In Progress,2012-05-07 11:47:48+01:00
1-737380531,Accepted + Assigned,2012-05-07 12:19:07+01:00
1-737380531,Accepted + In Progress,2012-05-07 13:14:14+01:00
1-737380531,Accepted + Wait,2012-05-07 15:43:52+01:00
1-737380531,Accepted + In Progress,2012-05-07 16:53:34+01:00
1-737380531,Completed + Resolved,2012-05-07 16:56:12+01:00
1-737380531,Completed + Closed,2012-05-08 00:11:14+01:00
1-737380551,Queued + Awaiting Assignment,2012-05-02 11:20:06+01:00
1-737380551,Accepted + In Progress,2012-05-02 12:47:04+01:00
1-737380551,Accepted + Assigned,2012-05-02 12:47:11+01:00
1-737380551,Accepted + In Progress,2012-05-02 12:50:53+01:00
1-737380551,Queued + Awaiting Assignment,2012-05-02 12:52:39+01:00
1-737380551,Accepted + In Progress,2012-05-02 13:36:36+01:00
1-737380551,Accepted + Wait,2012-05-02 15:40:36+01:00
1-737380551,Accepted + Wait - User,2012-05-02 16:57:48+01:00
1-737380551,Accepted + Assigned,2012-05-03 16:16:24+01:00
1-737380551,Accepted + In Progress,2012-05-03 16:17:18+01:00
1-737380551,Completed + Resolved,2012-05-03 16:17:58+01:00
1-737380551,Completed + Closed,2012-05-04 00:06:45+01:00
1-737380561,Queued + Awaiting Assignment,2012-05-02 11:21:20+01:00
1-737380561,Accepted + In Progress,2012-05-02 12:47:34+01:00
1-737380561,Queued + Awaiting Assignment,2012-05-02 12:48:54+01:00
1-737380561,Accepted + In Progress,2012-05-02 12:54:22+01:00
1-737380561,Completed + Resolved,2012-05-02 14:00:36+01:00
1-737380561,Completed + Closed,2012-05-10 00:13:39+01:00
1-737380591,Queued + Awaiting Assignment,2012-05-02 11:31:36+01:00
1-737380591,Accepted + In Progress,2012-05-02 12:52:11+01:00
1-737380591,Accepted + Assigned,2012-05-02 12:52:18+01:00
1-737380591,Accepted + In Progress,2012-05-03 11:42:04+01:00
1-737380591,Completed + Resolved,2012-05-03 11:57:34+01:00
1-737380591,Completed + Closed,2012-05-11 00:21:10+01:00
1-737380711,Queued + Awaiting Assignment,2012-05-02 12:55:33+01:00
1-737380711,Accepted + In Progress,2012-05-02 14:00:21+01:00
1-737380711,Queued + Awaiting Assignment,2012-05-02 14:03:13+01:00
1-737380711,Accepted + In Progress,2012-05-03 11:29:14+01:00
1-737380711,Queued + Awaiting Assignment,2012-05-03 12:27:35+01:00
1-737380711,Accepted + In Progress,2012-05-03 14:00:46+01:00
1-737380711,Queued + Awaiting Assignment,2012-05-04 09:21:51+01:00
1-737380711,Accepted + In Progress,2012-05-04 09:25:54+01:00
1-737380711,Completed + Resolved,2012-05-08 09:54:07+01:00
1-737380711,Completed + Closed,2012-05-09 00:10:39+01:00
1-737380741,Queued + Awaiting Assignment,2012-05-02 13:15:39+01:00
1-737380741,Accepted + In Progress,2012-05-02 13:27:52+01:00
1-737380741,Accepted + Assigned,2012-05-02 13:28:01+01:00
1-737380741,Accepted + In Progress,2012-05-03 12:38:21+01:00
1-737380741,Queued + Awaiting Assignment,2012-05-03 12:47:48+01:00
1-737380741,Accepted + In Progress,2012-05-03 12:50:51+01:00
1-737380741,Queued + Awaiting Assignment,2012-05-03 12:58:43+01:00
1-737380741,Queued + Awaiting Assignment,2012-05-03 12:58:44+01:00
1-737380741,Accepted + In Progress,2012-05-03 14:21:44+01:00
1-737380741,Accepted + Assigned,2012-05-03 14:21:49+01:00
1-737380741,Accepted + In Progress,2012-05-03 15:56:58+01:00
1-737380741,Accepted + In Progress,2012-05-03 16:00:18+01:00
1-737380741,Completed + Resolved,2012-05-03 16:00:36+01:00
1-737380741,Completed + Closed,2012-05-11 00:21:03+01:00
1-737380791,Queued + Awaiting Assignment,2012-05-02 13:30:20+01:00
1-737380791,Accepted + In Progress,2012-05-02 13:56:17+01:00
1-737380791,Accepted + Assigned,2012-05-02 13:57:11+01:00
1-737380791,Accepted + In Progress,2012-05-02 14:34:13+01:00
1-737380791,Accepted + Wait - User,2012-05-02 14:41:39+01:00
1-737380791,Accepted + In Progress,2012-05-02 14:43:37+01:00
1-737380791,Queued + Awaiting Assignment,2012-05-02 14:44:46+01:00
1-737380791,Accepted + In Progress,2012-05-02 14:55:10+01:00
1-737380791,Accepted + Assigned,2012-05-02 14:55:21+01:00
1-737380791,Accepted + In Progress,2012-05-02 16:39:43+01:00
1-737380791,Completed + Resolved,2012-05-02 16:47:17+01:00
1-737380791,Completed + Closed,2012-05-10 00:13:05+01:00
1-737380876,Queued + Awaiting Assignment,2012-05-02 14:14:19+01:00
1-737380876,Accepted + In Progress,2012-05-02 14:20:21+01:00
1-737380876,Accepted + Assigned,2012-05-02 14:20:31+01:00
1-737380876,Accepted + In Progress,2012-05-02 14:54:24+01:00
1-737380876,Accepted + Wait - User,2012-05-02 14:56:57+01:00
1-737380876,Accepted + In Progress,2012-05-03 11:29:34+01:00
1-737380876,Queued + Awaiting Assignment,2012-05-03 11:39:33+01:00
1-737380876,Accepted + In Progress,2012-05-03 11:59:11+01:00
1-737380876,Accepted + Wait - Implementation,2012-05-03 12:03:25+01:00
1-737380876,Completed + Resolved,2012-05-04 06:51:14+01:00
1-737380876,Completed + Closed,2012-05-12 00:17:45+01:00
1-737380955,Accepted + In Progress,2012-05-01 16:30:04+01:00
1-737380955,Accepted + In Progress,2012-05-01 16:32:46+01:00
1-737380955,Queued + Awaiting Assignment,2012-05-01 16:46:56+01:00
1-737380955,Accepted + In Progress,2012-05-02 09:34:53+01:00
